Armenia,Produced capital,19058426180.4,22178440899.1,28709071551.0,47181741250.3,46447537527.0
Armenia,Produced capital per capita,5912.9,7209.9,9522.3,15921.0,15450.8
Armenia,Total wealth,61039651466.9,71001821787.6,102218447900.6,136156759240.0,159007042203.9
Armenia,Total wealth per capita,18937.8,23081.8,33904.2,45944.6,52893.8
Australia,Human capital,7403374306961.3,8573360486142.9,10187795703118.9,12090621278258.7,13741807271605.1
Australia,Human capital per capita,409659.9,447624.9,499529.1,548781.7,585737.5
Australia,Natural capital,1798998929798.7,1881277689096.6,2329617047440.1,3917405909434.3,4241508430393.0
Australia,Natural capital per capita,99546.2,98223.7,114226.0,177807.3,180792.1
Australia,"Natural capital per capita, agricultural land",14840.0,14830.5,16059.6,12678.1,11898.9
Australia,"Natural capital per capita, agricultural land: cropland",5217.4,6902.0,6687.6,5079.1,5400.7
Australia,"Natural capital per capita, agricultural land: pastureland",9622.7,7928.5,9372.0,7599.0,6498.2
Australia,"Natural capital per capita, forests",69689.0,65894.4,61495.8,55294.6,51816.1
Australia,"Natural capital per capita, forests: nontimber",67379.8,63651.0,59218.7,52916.2,50190.0
Australia,"Natural capital per capita, forests: timber",2309.2,2243.4,2277.1,2378.4,1626.0
Australia,"Natural capital per capita, protected areas",1476.6,1388.7,2040.0,2151.7,2034.6
Australia,"Natural capital per capita, subsoil assets",13540.6,16110.1,34630.6,107682.9,115042.5
Australia,"Natural capital per capita, subsoil assets, minerals: bauxite",3091.9,2089.6,2122.2,1849.0,1392.8
Australia,"Natural capital per capita, subsoil assets, minerals: copper",852.3,660.2,2009.0,7565.7,6518.2
Australia,"Natural capital per capita, subsoil assets, minerals: gold",515.3,162.0,682.6,4047.2,6852.5
Australia,"Natural capital per capita, subsoil assets, minerals: iron ore",4810.9,7758.9,14617.2,53102.9,70103.1
Australia,"Natural capital per capita, subsoil assets, minerals: lead",13.1,38.7,123.5,1096.0,901.0
Australia,"Natural capital per capita, subsoil assets, minerals: nickel",116.3,360.4,1898.6,4831.5,2460.0
Australia,"Natural capital per capita, subsoil assets, minerals: phosphate",0.0,0.0,0.0,260.2,172.6
